,spec,n_mem_states,seed,objective,score
12,paint.95,8.0,2040,ld,1.581963021424298
13,paint.95,8.0,2041,ld,0.9900761247888404
14,paint.95,8.0,2042,ld,2.12216404974869
15,paint.95,8.0,2043,ld,2.098577668303172
16,paint.95,8.0,2044,ld,1.4803102337094463
17,paint.95,8.0,2045,ld,1.2107474090258763
18,paint.95,8.0,2046,ld,3.138394077402472
19,paint.95,8.0,2047,ld,1.5493874674991308
20,paint.95,8.0,2048,ld,2.615036817555812
21,paint.95,8.0,2049,ld,2.6569066829034607
22,paint.95,8.0,2050,ld,2.654588678774139
23,paint.95,8.0,2051,ld,2.8348365217403595
24,paint.95,8.0,2052,ld,1.5420841388753073
25,paint.95,8.0,2053,ld,1.6191418362810024
26,paint.95,8.0,2054,ld,1.363874305658714
27,paint.95,8.0,2055,ld,2.608440620950143
28,paint.95,8.0,2056,ld,1.1446998948577507
29,paint.95,8.0,2057,ld,2.7869152583849806
0,network,,2024,belief,296.2187032020679
1,network,,2025,belief,296.2187032020679
2,network,,2026,belief,296.2187032020679
3,network,,2027,belief,296.2187032020679
4,network,,2028,belief,296.2187032020679
5,network,,2029,belief,296.2187032020679
6,network,,2030,belief,296.2187032020679
7,network,,2031,belief,296.2187032020679
8,network,,2032,belief,296.2187032020679
9,network,,2033,belief,296.2187032020679
10,network,,2034,belief,296.2187032020679
11,network,,2035,belief,296.2187032020679
12,network,,2036,belief,296.2187032020679
13,network,,2037,belief,296.2187032020679
14,network,,2038,belief,296.2187032020679
15,network,,2039,belief,296.2187032020679
16,network,,2040,belief,296.2187032020679
17,network,,2041,belief,296.2187032020679
18,network,,2042,belief,296.2187032020679
19,network,,2043,belief,296.2187032020679
20,network,,2044,belief,296.2187032020679
21,network,,2045,belief,296.2187032020679
22,network,,2046,belief,296.2187032020679
23,network,,2047,belief,296.2187032020679
24,network,,2048,belief,296.2187032020679
25,network,,2049,belief,296.2187032020679
26,network,,2050,belief,296.2187032020679
27,network,,2051,belief,296.2187032020679
28,network,,2052,belief,296.2187032020679
29,network,,2053,belief,296.2187032020679
30,network,,2054,belief,296.2187032020679
31,network,,2055,belief,296.2187032020679
32,network,,2056,belief,296.2187032020679
33,network,,2057,belief,296.2187032020679
34,network,,2058,belief,296.2187032020679
0,paint.95,,2024,belief,3.293597084371071
1,paint.95,,2025,belief,3.293597084371071
2,paint.95,,2026,belief,3.293597084371071
3,paint.95,,2027,belief,3.293597084371071
4,paint.95,,2028,belief,3.293597084371071
5,paint.95,,2029,belief,3.293597084371071
6,paint.95,,2030,belief,3.293597084371071
7,paint.95,,2031,belief,3.293597084371071
8,paint.95,,2032,belief,3.293597084371071
9,paint.95,,2033,belief,3.293597084371071
10,paint.95,,2034,belief,3.293597084371071
11,paint.95,,2035,belief,3.293597084371071
12,paint.95,,2036,belief,3.293597084371071
13,paint.95,,2037,belief,3.293597084371071
14,paint.95,,2038,belief,3.293597084371071
15,paint.95,,2039,belief,3.293597084371071
16,paint.95,,2040,belief,3.293597084371071
17,paint.95,,2041,belief,3.293597084371071
18,paint.95,,2042,belief,3.293597084371071
19,paint.95,,2043,belief,3.293597084371071
20,paint.95,,2044,belief,3.293597084371071
21,paint.95,,2045,belief,3.293597084371071
22,paint.95,,2046,belief,3.293597084371071
23,paint.95,,2047,belief,3.293597084371071
24,paint.95,,2048,belief,3.293597084371071
25,paint.95,,2049,belief,3.293597084371071
26,paint.95,,2050,belief,3.293597084371071
27,paint.95,,2051,belief,3.293597084371071
28,paint.95,,2052,belief,3.293597084371071
29,paint.95,,2053,belief,3.293597084371071
30,paint.95,,2054,belief,3.293597084371071
31,paint.95,,2055,belief,3.293597084371071
32,paint.95,,2056,belief,3.293597084371071
33,paint.95,,2057,belief,3.293597084371071
34,paint.95,,2058,belief,3.293597084371071
0,4x3.95,,2024,belief,2.001088974770953
1,4x3.95,,2025,belief,2.001088974770953
2,4x3.95,,2026,belief,2.001088974770953
3,4x3.95,,2027,belief,2.001088974770953
4,4x3.95,,2028,belief,2.001088974770953
5,4x3.95,,2029,belief,2.001088974770953
6,4x3.95,,2030,belief,2.001088974770953
7,4x3.95,,2031,belief,2.001088974770953
8,4x3.95,,2032,belief,2.001088974770953
9,4x3.95,,2033,belief,2.001088974770953
10,4x3.95,,2034,belief,2.001088974770953
11,4x3.95,,2035,belief,2.001088974770953
12,4x3.95,,2036,belief,2.001088974770953
13,4x3.95,,2037,belief,2.001088974770953
14,4x3.95,,2038,belief,2.001088974770953
15,4x3.95,,2039,belief,2.001088974770953
16,4x3.95,,2040,belief,2.001088974770953
17,4x3.95,,2041,belief,2.001088974770953
18,4x3.95,,2042,belief,2.001088974770953
19,4x3.95,,2043,belief,2.001088974770953
20,4x3.95,,2044,belief,2.001088974770953
21,4x3.95,,2045,belief,2.001088974770953
22,4x3.95,,2046,belief,2.001088974770953
23,4x3.95,,2047,belief,2.001088974770953
24,4x3.95,,2048,belief,2.001088974770953
25,4x3.95,,2049,belief,2.001088974770953
26,4x3.95,,2050,belief,2.001088974770953
27,4x3.95,,2051,belief,2.001088974770953
28,4x3.95,,2052,belief,2.001088974770953
29,4x3.95,,2053,belief,2.001088974770953
30,4x3.95,,2054,belief,2.001088974770953
31,4x3.95,,2055,belief,2.001088974770953
32,4x3.95,,2056,belief,2.001088974770953
33,4x3.95,,2057,belief,2.001088974770953
34,4x3.95,,2058,belief,2.001088974770953
0,tiger-alt-start,,2024,belief,3.7701893248807115
1,tiger-alt-start,,2025,belief,3.7701893248807115
2,tiger-alt-start,,2026,belief,3.7701893248807115
3,tiger-alt-start,,2027,belief,3.7701893248807115
4,tiger-alt-start,,2028,belief,3.7701893248807115
5,tiger-alt-start,,2029,belief,3.7701893248807115
6,tiger-alt-start,,2030,belief,3.7701893248807115
7,tiger-alt-start,,2031,belief,3.7701893248807115
8,tiger-alt-start,,2032,belief,3.7701893248807115
9,tiger-alt-start,,2033,belief,3.7701893248807115
10,tiger-alt-start,,2034,belief,3.7701893248807115
11,tiger-alt-start,,2035,belief,3.7701893248807115
12,tiger-alt-start,,2036,belief,3.7701893248807115
13,tiger-alt-start,,2037,belief,3.7701893248807115
14,tiger-alt-start,,2038,belief,3.7701893248807115
15,tiger-alt-start,,2039,belief,3.7701893248807115
16,tiger-alt-start,,2040,belief,3.7701893248807115
17,tiger-alt-start,,2041,belief,3.7701893248807115
18,tiger-alt-start,,2042,belief,3.7701893248807115
19,tiger-alt-start,,2043,belief,3.7701893248807115
20,tiger-alt-start,,2044,belief,3.7701893248807115
21,tiger-alt-start,,2045,belief,3.7701893248807115
22,tiger-alt-start,,2046,belief,3.7701893248807115
23,tiger-alt-start,,2047,belief,3.7701893248807115
24,tiger-alt-start,,2048,belief,3.7701893248807115
25,tiger-alt-start,,2049,belief,3.7701893248807115
26,tiger-alt-start,,2050,belief,3.7701893248807115
27,tiger-alt-start,,2051,belief,3.7701893248807115
28,tiger-alt-start,,2052,belief,3.7701893248807115
29,tiger-alt-start,,2053,belief,3.7701893248807115
30,tiger-alt-start,,2054,belief,3.7701893248807115
31,tiger-alt-start,,2055,belief,3.7701893248807115
32,tiger-alt-start,,2056,belief,3.7701893248807115
33,tiger-alt-start,,2057,belief,3.7701893248807115
34,tiger-alt-start,,2058,belief,3.7701893248807115
0,shuttle.95,,2024,belief,32.88972468934434
1,shuttle.95,,2025,belief,32.88972468934434
2,shuttle.95,,2026,belief,32.88972468934434
3,shuttle.95,,2027,belief,32.88972468934434
4,shuttle.95,,2028,belief,32.88972468934434
5,shuttle.95,,2029,belief,32.88972468934434
6,shuttle.95,,2030,belief,32.88972468934434
7,shuttle.95,,2031,belief,32.88972468934434
8,shuttle.95,,2032,belief,32.88972468934434
9,shuttle.95,,2033,belief,32.88972468934434
10,shuttle.95,,2034,belief,32.88972468934434
11,shuttle.95,,2035,belief,32.88972468934434
12,shuttle.95,,2036,belief,32.88972468934434
13,shuttle.95,,2037,belief,32.88972468934434
14,shuttle.95,,2038,belief,32.88972468934434
15,shuttle.95,,2039,belief,32.88972468934434
16,shuttle.95,,2040,belief,32.88972468934434
17,shuttle.95,,2041,belief,32.88972468934434
18,shuttle.95,,2042,belief,32.88972468934434
19,shuttle.95,,2043,belief,32.88972468934434
20,shuttle.95,,2044,belief,32.88972468934434
21,shuttle.95,,2045,belief,32.88972468934434
22,shuttle.95,,2046,belief,32.88972468934434
23,shuttle.95,,2047,belief,32.88972468934434
24,shuttle.95,,2048,belief,32.88972468934434
25,shuttle.95,,2049,belief,32.88972468934434
26,shuttle.95,,2050,belief,32.88972468934434
27,shuttle.95,,2051,belief,32.88972468934434
28,shuttle.95,,2052,belief,32.88972468934434
29,shuttle.95,,2053,belief,32.88972468934434
30,shuttle.95,,2054,belief,32.88972468934434
31,shuttle.95,,2055,belief,32.88972468934434
32,shuttle.95,,2056,belief,32.88972468934434
33,shuttle.95,,2057,belief,32.88972468934434
34,shuttle.95,,2058,belief,32.88972468934434
0,cheese.95,,2024,belief,3.5788796295075453
1,cheese.95,,2025,belief,3.5788796295075453
2,cheese.95,,2026,belief,3.5788796295075453
3,cheese.95,,2027,belief,3.5788796295075453
4,cheese.95,,2028,belief,3.5788796295075453
5,cheese.95,,2029,belief,3.5788796295075453
6,cheese.95,,2030,belief,3.5788796295075453
7,cheese.95,,2031,belief,3.5788796295075453
8,cheese.95,,2032,belief,3.5788796295075453
9,cheese.95,,2033,belief,3.5788796295075453
10,cheese.95,,2034,belief,3.5788796295075453
11,cheese.95,,2035,belief,3.5788796295075453
12,cheese.95,,2036,belief,3.5788796295075453
13,cheese.95,,2037,belief,3.5788796295075453
14,cheese.95,,2038,belief,3.5788796295075453
15,cheese.95,,2039,belief,3.5788796295075453
16,cheese.95,,2040,belief,3.5788796295075453
17,cheese.95,,2041,belief,3.5788796295075453
18,cheese.95,,2042,belief,3.5788796295075453
19,cheese.95,,2043,belief,3.5788796295075453
20,cheese.95,,2044,belief,3.5788796295075453
21,cheese.95,,2045,belief,3.5788796295075453
22,cheese.95,,2046,belief,3.5788796295075453
23,cheese.95,,2047,belief,3.5788796295075453
24,cheese.95,,2048,belief,3.5788796295075453
25,cheese.95,,2049,belief,3.5788796295075453
26,cheese.95,,2050,belief,3.5788796295075453
27,cheese.95,,2051,belief,3.5788796295075453
28,cheese.95,,2052,belief,3.5788796295075453
29,cheese.95,,2053,belief,3.5788796295075453
30,cheese.95,,2054,belief,3.5788796295075453
31,cheese.95,,2055,belief,3.5788796295075453
32,cheese.95,,2056,belief,3.5788796295075453
33,cheese.95,,2057,belief,3.5788796295075453
34,cheese.95,,2058,belief,3.5788796295075453
0,tmaze_5_two_thirds_up,,2024,belief,2.1257640000000007
1,tmaze_5_two_thirds_up,,2025,belief,2.1257640000000007
2,tmaze_5_two_thirds_up,,2026,belief,2.1257640000000007
3,tmaze_5_two_thirds_up,,2027,belief,2.1257640000000007
4,tmaze_5_two_thirds_up,,2028,belief,2.1257640000000007
5,tmaze_5_two_thirds_up,,2029,belief,2.1257640000000007
6,tmaze_5_two_thirds_up,,2030,belief,2.1257640000000007
7,tmaze_5_two_thirds_up,,2031,belief,2.1257640000000007
8,tmaze_5_two_thirds_up,,2032,belief,2.1257640000000007
9,tmaze_5_two_thirds_up,,2033,belief,2.1257640000000007
10,tmaze_5_two_thirds_up,,2034,belief,2.1257640000000007
11,tmaze_5_two_thirds_up,,2035,belief,2.1257640000000007
12,tmaze_5_two_thirds_up,,2036,belief,2.1257640000000007
13,tmaze_5_two_thirds_up,,2037,belief,2.1257640000000007
14,tmaze_5_two_thirds_up,,2038,belief,2.1257640000000007
15,tmaze_5_two_thirds_up,,2039,belief,2.1257640000000007
16,tmaze_5_two_thirds_up,,2040,belief,2.1257640000000007
17,tmaze_5_two_thirds_up,,2041,belief,2.1257640000000007
18,tmaze_5_two_thirds_up,,2042,belief,2.1257640000000007
19,tmaze_5_two_thirds_up,,2043,belief,2.1257640000000007
20,tmaze_5_two_thirds_up,,2044,belief,2.1257640000000007
21,tmaze_5_two_thirds_up,,2045,belief,2.1257640000000007
22,tmaze_5_two_thirds_up,,2046,belief,2.1257640000000007
23,tmaze_5_two_thirds_up,,2047,belief,2.1257640000000007
24,tmaze_5_two_thirds_up,,2048,belief,2.1257640000000007
25,tmaze_5_two_thirds_up,,2049,belief,2.1257640000000007
26,tmaze_5_two_thirds_up,,2050,belief,2.1257640000000007
27,tmaze_5_two_thirds_up,,2051,belief,2.1257640000000007
28,tmaze_5_two_thirds_up,,2052,belief,2.1257640000000007
29,tmaze_5_two_thirds_up,,2053,belief,2.1257640000000007
30,tmaze_5_two_thirds_up,,2054,belief,2.1257640000000007
31,tmaze_5_two_thirds_up,,2055,belief,2.1257640000000007
32,tmaze_5_two_thirds_up,,2056,belief,2.1257640000000007
33,tmaze_5_two_thirds_up,,2057,belief,2.1257640000000007
34,tmaze_5_two_thirds_up,,2058,belief,2.1257640000000007
